root0,root1,root2,root3,root4,root5,lowerback0,lowerback1,lowerback2,upperback0,upperback1,upperback2,thorax0,thorax1,thorax2,lowerneck0,lowerneck1,lowerneck2,upperneck0,upperneck1,upperneck2,head0,head1,head2,rclavicle0,rclavicle1,rhumerus0,rhumerus1,rhumerus2,rradius0,rwrist0,rhand0,rhand1,rfingers0,rthumb0,rthumb1,lclavicle0,lclavicle1,lhumerus0,lhumerus1,lhumerus2,lradius0,lwrist0,lhand0,lhand1,lfingers0,lthumb0,lthumb1,rfemur0,rfemur1,rfemur2,rtibia0,rfoot0,rfoot1,rtoes0,lfemur0,lfemur1,lfemur2,ltibia0,lfoot0,lfoot1,ltoes0
2.02285,17.4769,-13.2358,1.29999,3.28861,1.51651,18.7426,-0.0277036,-2.88293,2.22077,-0.792618,-1.9762,-8.09477,-0.318364,-0.293282,-1.54674,-1.14673,-0.955142,-11.9838,-1.23762,3.26801,-3.57635,-0.692078,1.27236,3.18055e-15,2.8625e-14,-44.9289,16.0659,-90.9554,89.3222,-1.33296,-32.3979,33.858,7.12502,-5.63295,3.95283,3.18055e-15,2.8625e-14,-40.5241,-15.5364,90.9719,110.42,28.566,-34.7336,12.6986,7.12502,-7.88769,42.5315,-2.02047,-4.06628,19.916,95.2479,25.2222,-12.1998,19.3289,-23.6499,-3.45691,-24.4446,39.5456,-11.1532,-4.41599,-10.5696
2.04473,17.4189,-12.7472,1.68635,3.12982,2.72017,18.1983,-0.0431699,-4.08487,2.52045,-1.03571,-2.25973,-7.45219,-0.414409,0.141906,-2.36652,-1.10252,-1.37216,-12.2382,-1.14607,3.56732,-3.51261,-0.634508,1.43672,6.36111e-15,2.46493e-14,-44.9881,15.0229,-90.4988,87.4542,-0.728396,-32.4458,33.6118,7.12502,-5.67916,3.70789,6.36111e-15,2.46493e-14,-37.1256,-16.6176,90.3593,110.723,28.4532,-33.8911,13.276,7.12502,-7.07447,43.1378,-5.25659,-4.88712,17.5744,99.0368,24.3207,-11.5645,19.9047,-22.7122,-3.8375,-25.9765,40.9129,-13.4625,-3.4878,-6.81572
2.03539,17.3487,-12.3175,1.71313,3.25626,3.94189,18.8663,-0.0277152,-5.49667,2.61379,-1.35942,-2.53894,-7.6782,-0.529674,0.722805,-2.96079,-1.06268,-1.68614,-12.2252,-1.05649,3.92059,-3.39962,-0.583413,1.60014,-9.34288e-15,-2.70347e-14,-45.4099,13.696,-90.1147,85.2685,0.429884,-32.8559,34.0487,7.12502,-6.07508,4.15581,-9.34288e-15,-2.70347e-14,-33.7758,-17.7788,89.5456,110.794,28.3004,-32.8884,12.2109,7.12502,-6.1065,42.1029,-8.61425,-6.12979,15.37,102.684,25.2698,-11.0945,26.0192,-21.6279,-4.29886,-27.4139,41.7612,-14.7159,-2.76032,-6.58691
2.03916,17.2925,-11.8732,2.01532,3.0254,4.34406,18.9619,-0.00291768,-6.00059,2.56948,-1.44877,-2.64374,-7.76436,-0.556662,0.916921,-3.16609,-1.01137,-1.9489,-12.3277,-0.956208,4.20381,-3.40104,-0.530304,1.73871,-1.51076e-14,7.15625e-15,-46.1867,12.3642,-89.8046,83.3438,1.34591,-33.4781,33.1951,7.12502,-6.67579,3.3203,-1.51076e-14,7.15625e-15,-30.3355,-18.876,88.6191,110.638,27.9611,-33.0426,12.6137,7.12502,-6.25537,42.5014,-12.3911,-6.88194,14.4376,105.753,25.1558,-10.5184,28.5711,-20.5514,-4.68143,-27.911,42.144,-16.0031,-1.87728,-10.7697
2.05927,17.2577,-11.4164,2.48184,2.83769,4.21237,18.6053,-0.0769481,-5.83846,2.4614,-1.48549,-2.58195,-7.68841,-0.579123,0.897765,-2.75343,-0.917029,-2.20763,-12.8089,-0.795663,4.46215,-3.65424,-0.454654,1.88303,-2.18663e-15,-1.03368e-14,-47.1105,11.0727,-89.368,81.6702,1.68256,-32.858,31.0158,7.12502,-6.0771,1.12298,-2.18663e-15,-1.03368e-14,-27.1567,-19.9245,87.8785,110.609,27.6897,-33.1572,13.5874,7.12502,-6.366,43.4718,-16.165,-7.60121,14.2782,108.164,24.3443,-10.2841,32.2294,-19.3327,-5.13494,-27.8318,42.2654,-17.4031,-1.59851,-11.977
2.08591,17.2391,-10.9543,2.95934,2.72078,4.05486,18.1321,-0.229498,-5.62226,2.30204,-1.60468,-2.45852,-7.5991,-0.641731,0.932527,-2.33165,-0.784353,-2.37113,-12.9714,-0.613886,4.51875,-3.79957,-0.364412,1.93621,1.27222e-14,3.26007e-14,-47.9763,10.0128,-88.7703,79.9905,1.8196,-33.6357,32.5586,7.12502,-6.82788,2.68873,1.27222e-14,3.26007e-14,-24.6146,-20.7039,87.3792,110.747,27.2081,-33.1587,13.0887,7.12502,-6.36741,42.973,-19.7431,-8.15857,14.3782,109.901,23.0824,-10.2009,32.2087,-17.946,-5.49281,-27.7934,42.19,-18.6485,-1.21285,-14.0702
2.10283,17.2262,-10.5005,3.17095,2.56979,4.14554,18.0945,-0.324028,-5.73073,2.22363,-1.74647,-2.39269,-7.65057,-0.703495,1.09824,-2.29107,-0.639992,-2.25819,-12.9855,-0.446339,4.25068,-3.81749,-0.277411,1.82188,1.35174e-14,-5.1684e-15,-48.7851,9.06605,-88.2308,78.3965,2.44414,-34.0993,32.8904,7.12502,-7.27545,3.03545,1.35174e-14,-5.1684e-15,-22.2038,-21.242,86.8378,110.941,26.4948,-33.0343,12.0284,7.12502,-6.24728,41.9163,-23.0665,-8.41385,14.3873,111.125,19.6504,-10.4452,22.7382,-16.0271,-5.54462,-28.0751,41.612,-19.3325,-0.844003,-16.1829
2.11179,17.2178,-10.0493,3.30771,2.17869,4.25255,18.1008,-0.35686,-5.90643,2.2782,-1.82461,-2.42707,-7.58574,-0.739116,1.17879,-2.69331,-0.492724,-1.89128,-12.92,-0.27864,3.89106,-3.72116,-0.194434,1.62581,-7.55382e-15,-3.33958e-14,-49.4149,8.17368,-87.8857,77.1093,2.71874,-33.9396,32.6874,7.12502,-7.12125,2.8272,-7.55382e-15,-3.33958e-14,-19.6287,-21.5256,85.9798,111.203,25.4843,-31.7003,13.0999,7.12502,-4.95935,43.0218,-26.4466,-8.22379,14.591,111.941,17.0181,-10.4196,14.7942,-13.9439,-5.25428,-28.3635,40.6725,-19.4542,-0.600277,-17.8108
2.12069,17.289,-9.56472,3.48583,1.56416,4.43777,18.0839,-0.335997,-6.23011,2.23105,-1.86622,-2.46519,-7.61639,-0.748911,1.32983,-3.0318,-0.378615,-1.78056,-12.7679,-0.137377,3.77915,-3.60753,-0.12224,1.56024,2.22639e-14,9.54166e-15,-50.0565,7.44008,-87.4878,76.3132,1.97189,-33.1209,32.8381,7.12502,-6.33096,2.95271,2.22639e-14,9.54166e-15,-17.5393,-21.6352,85.3424,111.621,24.5175,-30.6323,13.8961,7.12502,-3.92806,43.8397,-29.5605,-7.71399,14.7521,111.826,16.5271,-9.79521,13.5487,-11.5525,-5.01287,-28.7751,39.2911,-19.1738,-0.12617,-19.7088
2.13109,17.3387,-9.07964,3.57938,1.32862,4.8358,18.2932,-0.48807,-6.64499,1.97868,-2.1857,-2.49735,-7.97189,-0.874709,1.61067,-3.02923,-0.193834,-1.72615,-12.461,0.0879111,3.6312,-3.50608,-0.00678693,1.49237,8.15017e-15,1.66979e-14,-51.151,7.05109,-87.0972,75.8912,1.18781,-32.4791,32.8069,7.12502,-5.71126,2.90385,8.15017e-15,1.66979e-14,-16.2717,-21.5521,85.0281,112.145,23.7181,-30.3829,13.6279,7.12502,-3.68725,43.5757,-32.2822,-7.4667,14.5507,111.336,15.7931,-9.01967,10.9588,-9.08213,-4.86645,-29.399,37.8427,-18.3396,0.267825,-21.7418
2.13519,17.3969,-8.58956,3.63061,1.62766,5.24135,18.5411,-0.823875,-6.98705,1.68324,-2.73629,-2.47543,-8.37517,-1.10674,1.96976,-2.98673,0.0442171,-1.76696,-11.9459,0.387635,3.56098,-3.34313,0.148146,1.46418,2.98177e-15,-2.62396e-14,-52.4858,6.85391,-86.7014,75.668,0.818406,-32.1898,32.3513,7.12502,-5.43199,2.44092,2.98177e-15,-2.62396e-14,-15.5758,-21.393,84.9954,112.641,23.033,-30.4323,12.4995,7.12502,-3.7349,42.4465,-34.6691,-7.67058,14.3999,110.271,17.2349,-7.76637,15.4335,-6.48434,-5.05932,-29.9232,36.2564,-16.9915,-0.0214988,-24.6745
2.133,17.4608,-8.09705,3.71551,2.11908,5.46112,18.7412,-1.29161,-7.2043,1.42338,-3.41952,-2.33902,-8.69478,-1.40471,2.41865,-3.11125,0.431539,-1.93087,-11.3149,0.885167,3.46045,-3.11808,0.40952,1.44347,5.9039e-14,9.14409e-15,-53.6119,6.90956,-86.3415,75.3036,0.791797,-32.1828,31.4675,7.12502,-5.42523,1.5569,5.9039e-14,9.14409e-15,-15.1436,-20.9984,84.9705,113.135,22.6596,-31.2147,9.60859,7.12502,-4.49045,39.541,-36.7771,-7.96391,14.5825,108.736,17.0357,-6.36289,13.547,-4.0771,-5.29128,-30.151,34.8268,-16.2223,-0.111044,-26.1112
2.13173,17.5345,-7.58527,3.8467,2.1805,5.25316,18.6062,-1.6539,-7.1083,1.24099,-3.85051,-2.0666,-8.76857,-1.60246,2.76429,-3.21656,0.747258,-2.01322,-10.9595,1.27839,3.19052,-2.98676,0.618409,1.3592,-2.87244e-14,-1.19271e-14,-54.5287,7.00845,-85.8926,74.9232,0.844696,-32.5879,31.0046,7.12502,-5.81639,1.10447,-2.87244e-14,-1.19271e-14,-14.6091,-20.5888,84.9047,113.78,22.6503,-31.3507,8.81389,7.12502,-4.62179,38.7435,-38.4602,-7.52452,15.1994,106.71,15.7143,-5.60027,11.4325,-1.85287,-5.16592,-29.9144,33.3036,-13.8911,-0.621675,-27.8417
2.12079,17.6313,-7.06209,4.01163,2.07023,4.8383,18.0907,-1.86118,-6.99592,1.28978,-4.01952,-1.73459,-8.39459,-1.69936,3.07403,-3.19061,0.875679,-1.91119,-11.2792,1.42628,2.85577,-3.09961,0.695687,1.23122,1.48095e-14,2.22639e-14,-55.1685,6.87949,-85.3768,74.751,0.68357,-33.1871,31.5065,7.12502,-6.39485,1.62299,1.48095e-14,2.22639e-14,-13.6968,-20.4421,84.7699,114.468,22.9697,-31.1395,9.20208,7.12502,-4.4178,39.136,-40.0231,-6.6722,16.0848,104.227,13.7992,-5.1086,8.31994,0.329035,-4.84027,-29.3665,31.6619,-11.6413,-1.41615,-29.4584
2.10543,17.7389,-6.54759,4.32083,2.09442,4.71537,17.7285,-2.06183,-7.24675,1.14369,-4.28237,-1.41878,-8.28448,-1.81285,3.60051,-3.00335,1.0342,-1.90444,-11.4919,1.61791,2.61188,-3.209,0.795604,1.14757,3.54831e-14,-7.55382e-15,-55.9586,6.69979,-84.8521,74.6125,0.407209,-33.1853,33.0215,7.12502,-6.39311,3.13801,3.54831e-14,-7.55382e-15,-13.2568,-20.5414,84.8402,115.202,23.8789,-31.863,8.5833,7.12502,-5.11643,38.5015,-41.7109,-6.0138,16.6549,101.409,11.0491,-4.313,-0.576918,2.42288,-4.69434,-29.0437,29.8337,-8.75748,-2.32636,-30.2714
2.10138,17.8255,-6.03332,4.77748,2.16908,4.89626,17.342,-2.36461,-7.45264,0.828825,-4.69457,-1.27152,-8.34163,-1.99136,3.95414,-2.97002,1.27864,-1.71562,-11.2302,1.90104,2.16854,-3.12229,0.942469,0.962912,-5.93372e-14,1.27222e-14,-57.0087,6.60817,-84.3838,74.6547,0.240566,-32.7672,33.911,7.12502,-5.98947,4.0157,-5.93372e-14,1.27222e-14,-13.308,-20.7791,84.9371,116.166,25.1392,-33.1256,8.97733,7.12502,-6.33544,38.8626,-43.3643,-5.54263,16.697,98.4264,11.6791,-3.23558,3.29235,4.34286,-4.56534,-29.0408,27.8124,-5.41073,-3.21403,-31.4015
2.11076,17.9067,-5.50609,5.05627,2.23386,5.15005,16.8446,-2.69763,-7.421,0.672931,-5.09212,-1.2599,-8.19107,-2.18875,4.00745,-3.22015,1.40559,-1.47403,-10.6904,2.02781,1.73681,-2.88403,1.01076,0.778708,-3.17062e-14,3.97569e-15,-57.9131,6.44516,-83.9297,74.7064,-0.11656,-32.6026,32.8721,7.12502,-5.83055,2.97229,-3.17062e-14,3.97569e-15,-13.0565,-21.0585,84.8516,116.94,26.1451,-33.8015,9.84413,7.12502,-6.98799,39.7088,-44.4128,-5.11995,16.4563,95.1346,9.76607,-2.2852,-2.32575,6.64483,-4.4662,-29.1555,25.5549,-1.69451,-4.03263,-31.7304
